"","X","tourney_name","surface","draw_size","tourney_level","tourney_date","P1_id","P1_name","P1_hand","P1_ht","P1_ioc","P1_age","P1_rank","P1_rank_points","P2_id","P2_name","P2_hand","P2_ht","P2_ioc","P2_age","P2_rank","P2_rank_points","best_of","p1vp2winpercentage","p1vp2LogRankDiff","p1vp2LogRankPointsDiff","p1wins","inst.","actual","predicted","error","prediction","AvgW","AvgL","winnings"
"1951",16270,"US Open","Hard",128,"G","8/29/16",105807,"Pablo Carreno Busta","R",186,"ESP",25.13347023,39,1110,125802,"Ilya Ivashka","R",186,"BLR",22.51060917,182,308,5,0.5,1.540445041,1.282015511,"Y",1951,"2:Y","2:Y","",0.88,1.19,4.67,1.19
"1952",16271,"US Open","Hard",128,"G","8/29/16",104386,"Janko Tipsarevic","R",180,"SRB",32.18617385,250,208,105023,"Sam Querrey","R",198,"USA",28.89527721,30,1400,5,0.5,-2.120263536,-1.906689436,"Y",1952,"2:Y","1:N","+",0.955,4.16,1.23,0
"1953",16272,"US Open","Hard",128,"G","8/29/16",105449,"Steve Johnson","R",188,"USA",26.68035592,22,1635,105539,"Evgeny Donskoy","R",185,"RUS",26.30800821,79,691,5,1,1.278405399,0.86125826,"Y",1953,"2:Y","2:Y","",0.89,1.13,5.95,1.13
"1954",16273,"US Open","Hard",128,"G","8/29/16",106043,"Diego Sebastian Schwartzman","R",186,"ARG",24.03559206,69,746,105223,"Juan Martin Del Potro","R",198,"ARG",27.93155373,142,410,5,0.5,0.721720553,0.598568441,"N",1954,"1:N","2:Y","+",0.732,1.06,9.26,0
"1955",16274,"US Open","Hard",128,"G","8/29/16",104926,"Fabio Fognini","R",178,"ITA",29.26762491,38,1155,104559,"Teymuraz Gabashvili","R",188,"RUS",31.26899384,105,571,5,0.5,1.01637419,0.704466413,"Y",1955,"2:Y","2:Y","",0.755,1.33,3.31,1.33
"1956",16275,"US Open","Hard",128,"G","8/29/16",103970,"David Ferrer","R",175,"ESP",34.40930869,13,2660,105238,"Alexandr Dolgopolov","R",180,"UKR",27.80835044,57,815,5,0.727272727,1.47810191,1.182893289,"Y",1956,"2:Y","2:Y","",0.843,1.34,3.23,1.34
"1957",16276,"US Open","Hard",128,"G","8/29/16",105379,"Aljaz Bedene","R",181,"GBR",27.1156742,77,695,106401,"Nick Kyrgios","R",186,"AUS",21.34154689,16,2060,5,0.5,-1.5712167,-1.086549416,"N",1957,"1:N","1:N","",0.87,1.06,9.17,1.06
"1958",16277,"US Open","Hard",128,"G","8/29/16",104547,"Horacio Zeballos","L",188,"ARG",31.34017796,71,736,104252,"Florian Mayer","R",190,"GER",32.90075291,58,813,5,0,-0.202236866,-0.099500991,"Y",1958,"2:Y","1:N","+",0.721,3.28,1.33,0
"1959",16278,"US Open","Hard",128,"G","8/29/16",105011,"Illya Marchenko","R",185,"UKR",28.97467488,63,795,104471,"Ivan Dodig","R",183,"CRO",31.6550308,74,718,5,0.5,0.160930367,0.101872546,"Y",1959,"2:Y","2:Y","",0.57,1.87,1.92,1.87
"1960",16279,"US Open","Hard",128,"G","8/29/16",106071,"Bernard Tomic","R",193,"AUS",23.85489391,19,1780,106000,"Damir Dzumhur","R",172,"BIH",24.27652293,72,720,5,1,1.33222714,0.905117431,"N",1960,"1:N","2:Y","+",0.92,7.35,1.09,0
"1961",16280,"US Open","Hard",128,"G","8/29/16",104978,"Daniel Brands","R",196,"GER",29.11978097,153,370,100644,"Alexander Zverev","R",186,"GER",19.35934292,28,1415,5,0.5,-1.698233411,-1.341381804,"N",1961,"1:N","1:N","",0.901,1.16,5.17,1.16
"1962",16281,"US Open","Hard",128,"G","8/29/16",105554,"Daniel Evans","R",175,"GBR",26.2696783,64,775,104330,"Rajeev Ram","R",193,"USA",32.44900753,104,577,5,0.5,0.485507816,0.295020763,"Y",1962,"2:Y","2:Y","",0.645,1.52,2.53,1.52
"1963",16282,"US Open","Hard",128,"G","8/29/16",106045,"Denis Kudla","R",180,"USA",24.03285421,128,464,105561,"Alessandro Giannessi","L",183,"ITA",26.25051335,243,217,5,0.5,0.641031179,0.759987199,"N",1963,"1:N","2:Y","+",0.754,2.48,1.54,0
"1964",16283,"US Open","Hard",128,"G","8/29/16",104269,"Fernando Verdasco","L",188,"ESP",32.78850103,46,1010,104527,"Stanislas Wawrinka","R",183,"SUI",31.42231348,3,4980,5,0.6,-2.730029108,-1.59547956,"N",1964,"1:N","1:N","",0.952,1.3,3.47,1.3
"1965",16284,"US Open","Hard",128,"G","8/29/16",103794,"Benjamin Becker","R",178,"GER",35.20328542,96,610,105453,"Kei Nishikori","R",178,"JPN",26.66666667,7,4165,5,0.25,-2.618438042,-1.921012597,"N",1965,"1:N","1:N","",0.979,1.02,16.3,1.02
"1966",16285,"US Open","Hard",128,"G","8/29/16",105341,"Thomas Fabbiano","R",186,"ITA",27.26078029,111,545,111575,"Karen Khachanov","R",186,"RUS",20.27378508,95,619,5,0.5,-0.15565331,-0.127319478,"N",1966,"1:N","1:N","",0.558,1.39,2.96,1.39
"1967",16286,"US Open","Hard",128,"G","8/29/16",106328,"Christian Harrison","R",186,"USA",22.2532512,694,35,103908,"Paul Henri Mathieu","R",185,"FRA",34.62833676,70,741,5,0.5,-2.293976718,-3.052652564,"N",1967,"1:N","1:N","",0.965,1.36,3.12,1.36
"1968",16287,"US Open","Hard",128,"G","8/29/16",103917,"Nicolas Mahut","R",190,"FRA",34.6036961,42,1038,104259,"Philipp Kohlschreiber","R",178,"GER",32.87063655,26,1475,5,0.5,-0.47957308,-0.351362205,"Y",1968,"2:Y","1:N","+",0.661,2.06,1.75,0
"1969",16288,"US Open","Hard",128,"G","8/29/16",103333,"Ivo Karlovic","R",208,"CRO",37.50034223,23,1570,104229,"Yen Hsun Lu","R",180,"TPE",33.04312115,73,720,5,0.5,1.154965225,0.779579686,"Y",1969,"2:Y","2:Y","",0.664,1.45,2.74,1.45
"1970",16289,"US Open","Hard",128,"G","8/29/16",105385,"Donald Young","L",183,"USA",27.10198494,56,817,105526,"Jan Lennard Struff","R",186,"GER",26.34633812,78,694,5,0.5,0.331357136,0.163167134,"Y",1970,"2:Y","2:Y","",0.536,1.37,3.04,1.37
"1971",16290,"US Open","Hard",128,"G","8/29/16",105430,"Radu Albot","R",186,"MDA",26.7980835,97,608,104678,"Viktor Troicki","R",193,"SRB",30.54893908,32,1340,5,1,-1.108975076,-0.790250011,"N",1971,"1:N","1:N","",0.646,1.22,4.25,1.22
"1972",16291,"US Open","Hard",128,"G","8/29/16",105676,"David Goffin","R",163,"BEL",25.72758385,14,2565,111577,"Jared Donaldson","R",186,"USA",19.88774812,122,497,5,0.5,2.164963715,1.641123732,"N",1972,"1:N","2:Y","+",0.897,5.7,1.14,0
"1973",16292,"US Open","Hard",128,"G","8/29/16",106432,"Borna Coric","R",186,"CRO",19.78918549,41,1070,103852,"Feliciano Lopez","L",188,"ESP",34.94045175,18,1840,5,0.5,-0.823200309,-0.542106923,"N",1973,"1:N","1:N","",0.598,1.62,2.27,1.62
"1974",16293,"US Open","Hard",128,"G","8/29/16",103607,"Victor Estrella","R",173,"DOM",36.07392197,83,682,105311,"Joao Sousa","R",186,"POR",27.41683778,36,1215,5,0,-0.835321669,-0.577469698,"N",1974,"1:N","1:N","",0.908,1.36,3.12,1.36
"1975",16294,"US Open","Hard",128,"G","8/29/16",111581,"Michael Mmoh","R",186,"USA",18.63381246,384,118,104871,"Jeremy Chardy","R",188,"FRA",29.54414784,55,825,5,0.5,-1.943309367,-1.944698762,"N",1975,"1:N","1:N","",0.925,1.09,7.5,1.09
"1976",16295,"US Open","Hard",128,"G","8/29/16",105438,"Inigo Cervantes Huegun","R",186,"ESP",26.74606434,75,713,105777,"Grigor Dimitrov","R",188,"BUL",25.28952772,24,1555,5,0.5,-1.139434283,-0.779749404,"N",1976,"1:N","1:N","",0.794,1.05,10.09,1.05
"1977",16296,"US Open","Hard",128,"G","8/29/16",103285,"Radek Stepanek","R",185,"CZE",37.75496235,113,541,104468,"Gilles Simon","R",183,"FRA",31.67145791,31,1385,5,0.666666667,-1.293400614,-0.94003614,"N",1977,"1:N","1:N","",0.86,1.72,2.11,1.72
"1978",16297,"US Open","Hard",128,"G","8/29/16",104122,"Carlos Berlocq","R",183,"ARG",33.5687885,76,702,103893,"Paolo Lorenzi","R",183,"ITA",34.70499658,40,1110,5,1,-0.641853886,-0.45818189,"N",1978,"1:N","1:N","",0.538,1.52,2.52,1.52
"1979",16298,"US Open","Hard",128,"G","8/29/16",104338,"Juan Monaco","R",185,"ARG",32.41889117,94,620,104719,"Marcel Granollers","R",190,"ESP",30.38193018,45,1011,5,0.4,-0.736632292,-0.488975741,"N",1979,"1:N","1:N","",0.762,1.66,2.2,1.66
"1980",16299,"US Open","Hard",128,"G","8/29/16",104918,"Andy Murray","R",190,"GBR",29.29226557,2,9305,104586,"Lukas Rosol","R",196,"CZE",31.09924709,81,690,5,1,3.701301974,2.601615571,"Y",1980,"2:Y","2:Y","",0.994,1.01,19.22,1.01
"1981",16300,"US Open","Hard",128,"G","8/29/16",104925,"Novak Djokovic","R",188,"SRB",29.27310062,1,14840,106210,"Jiri Vesely","L",186,"CZE",23.137577,49,928,5,0,3.891820298,2.772049784,"Y",1981,"2:Y","2:Y","",0.982,1.05,9.61,1.05
"1982",16301,"US Open","Hard",128,"G","8/29/16",104022,"Mikhail Youzhny","R",183,"RUS",34.17932923,61,801,105550,"Guido Pella","L",186,"ARG",26.28610541,51,898,5,0.5,-0.179048231,-0.114309121,"Y",1982,"2:Y","1:N","+",0.642,1.51,2.51,0
"1983",16302,"US Open","Hard",128,"G","8/29/16",104545,"John Isner","R",206,"USA",31.34291581,21,1645,104327,"Steve Darcis","R",178,"BEL",32.46269678,106,562,5,0.5,1.618916656,1.073993813,"Y",1983,"2:Y","2:Y","",0.849,1.11,6.35,1.11
"1984",16303,"US Open","Hard",128,"G","8/29/16",124014,"Ernesto Escobedo","R",186,"USA",20.15331964,201,277,106378,"Kyle Edmund","R",186,"GBR",21.63997262,84,679,5,0.5,-0.872488109,-0.896603621,"N",1984,"1:N","1:N","",0.759,1.24,4.03,1.24
"1985",16304,"US Open","Hard",128,"G","8/29/16",105902,"James Duckworth","R",183,"AUS",24.60506502,195,289,104542,"Jo Wilfried Tsonga","R",188,"FRA",31.36755647,11,2875,5,0.5,-2.875104286,-2.297381265,"N",1985,"1:N","1:N","",0.966,1.06,9.56,1.06
"1986",16305,"US Open","Hard",128,"G","8/29/16",105577,"Vasek Pospisil","R",193,"CAN",26.18480493,123,495,104731,"Kevin Anderson","R",203,"RSA",30.28336756,35,1275,5,0,-1.256836294,-0.946143695,"N",1986,"1:N","1:N","",0.877,1.25,3.95,1.25
"1987",16306,"US Open","Hard",128,"G","8/29/16",104999,"Mischa Zverev","L",190,"GER",29.02121834,127,468,106058,"Jack Sock","R",185,"USA",23.92881588,27,1450,5,0.5,-1.54835022,-1.130850539,"N",1987,"1:N","1:N","",0.888,1.27,3.74,1.27
"1988",16307,"US Open","Hard",128,"G","8/29/16",104660,"Sergiy Stakhovsky","R",193,"UKR",30.64476386,92,631,105227,"Marin Cilic","R",198,"CRO",27.91786448,9,3515,5,0,-2.324564,-1.717488942,"N",1988,"1:N","1:N","",0.972,1.04,11.25,1.04
"1989",16308,"US Open","Hard",128,"G","8/29/16",104745,"Rafael Nadal","L",185,"ESP",30.23956194,5,4850,104312,"Andreas Seppi","R",190,"ITA",32.52019165,87,675,5,0.875,2.856470206,1.972021293,"Y",1989,"2:Y","2:Y","",0.976,1.06,9.41,1.06
"1990",16309,"US Open","Hard",128,"G","8/29/16",105077,"Albert Ramos","L",188,"ESP",28.61601643,33,1330,105723,"Andrey Kuznetsov","R",185,"RUS",25.51676934,47,988,5,0,0.35364004,0.297251523,"N",1990,"1:N","1:N","",0.59,1.64,2.24,1.64
"1991",16310,"US Open","Hard",128,"G","8/29/16",106298,"Lucas Pouille","R",186,"FRA",22.51334702,25,1481,103843,"Marco Chiudinelli","R",185,"SUI",34.96783025,144,408,5,0.5,1.750937475,1.28920564,"Y",1991,"2:Y","2:Y","",0.931,1.19,4.66,1.19
"1992",16311,"US Open","Hard",128,"G","8/29/16",105138,"Roberto Bautista Agut","R",186,"ESP",28.37508556,17,2040,105643,"Federico Delbonis","L",190,"ARG",25.90006845,43,1015,5,0.5,0.927986772,0.698061195,"Y",1992,"2:Y","2:Y","",0.747,1.14,5.57,1.14
"1993",16312,"US Open","Hard",128,"G","8/29/16",104792,"Gael Monfils","R",193,"FRA",29.99315537,12,2835,105596,"Jan Satral","R",186,"CZE",26.09993155,226,237,5,0.5,2.935628349,2.481737075,"Y",1993,"2:Y","2:Y","",0.975,1.02,16.27,1.02
"1994",16313,"US Open","Hard",128,"G","8/29/16",104655,"Pablo Cuevas","R",180,"URU",30.65845311,20,1745,104597,"Nicolas Almagro","R",183,"ESP",31.02258727,48,987,5,1,0.875468737,0.569839795,"N",1994,"1:N","2:Y","+",0.824,2.25,1.63,0
"1995",16314,"US Open","Hard",128,"G","8/29/16",105332,"Benoit Paire","R",196,"FRA",27.3100616,34,1305,104571,"Marcos Baghdatis","R",183,"CYP",31.20054757,44,1015,5,0.666666667,0.257829109,0.251314428,"N",1995,"1:N","2:Y","+",0.668,1.58,2.36,0
"1996",16315,"US Open","Hard",128,"G","8/29/16",105992,"Ryan Harrison","R",183,"USA",24.31211499,120,509,105683,"Milos Raonic","R",196,"CAN",25.67282683,6,4805,5,0.5,-2.995732274,-2.244964305,"Y",1996,"2:Y","1:N","+",0.972,8.61,1.07,0
"1997",16316,"US Open","Hard",128,"G","8/29/16",105575,"Ricardas Berankis","R",175,"LTU",26.19028063,89,665,106233,"Dominic Thiem","R",186,"AUT",22.98699521,10,3205,5,0.5,-2.186051277,-1.572680329,"N",1997,"1:N","1:N","",0.937,1.09,7.54,1.09
"1998",16317,"US Open","Hard",128,"G","8/29/16",104386,"Janko Tipsarevic","R",180,"SRB",32.18617385,250,208,105807,"Pablo Carreno Busta","R",186,"ESP",25.13347023,39,1110,5,0.5,-1.857899272,-1.674577215,"N",1998,"1:N","1:N","",0.942,1.41,2.88,1.41
"1999",16318,"US Open","Hard",128,"G","8/29/16",105223,"Juan Martin Del Potro","R",198,"ARG",27.93155373,142,410,105449,"Steve Johnson","R",188,"USA",26.68035592,22,1635,5,0.5,-1.864784604,-1.383240924,"Y",1999,"2:Y","1:N","+",0.911,1.31,3.41,0
"2000",16319,"US Open","Hard",128,"G","8/29/16",103970,"David Ferrer","R",175,"ESP",34.40930869,13,2660,104926,"Fabio Fognini","R",178,"ITA",29.26762491,38,1155,5,1,1.072636802,0.834225779,"Y",2000,"2:Y","2:Y","",0.826,1.41,2.86,1.41
"2001",16320,"US Open","Hard",128,"G","8/29/16",106401,"Nick Kyrgios","R",186,"AUS",21.34154689,16,2060,104547,"Horacio Zeballos","L",188,"ARG",31.34017796,71,736,5,0.5,1.490091155,1.029231143,"Y",2001,"2:Y","2:Y","",0.887,1.1,6.79,1.1
"2002",16321,"US Open","Hard",128,"G","8/29/16",105011,"Illya Marchenko","R",185,"UKR",28.97467488,63,795,106000,"Damir Dzumhur","R",172,"BIH",24.27652293,72,720,5,0,0.133531393,0.099090903,"Y",2002,"2:Y","1:N","+",0.584,2.02,1.78,0
"2003",16322,"US Open","Hard",128,"G","8/29/16",105554,"Daniel Evans","R",175,"GBR",26.2696783,64,775,100644,"Alexander Zverev","R",186,"GER",19.35934292,28,1415,5,0.5,-0.826678573,-0.602021781,"Y",2003,"2:Y","1:N","+",0.748,3.25,1.33,0
"2004",16323,"US Open","Hard",128,"G","8/29/16",104527,"Stanislas Wawrinka","R",183,"SUI",31.42231348,3,4980,105561,"Alessandro Giannessi","L",183,"ITA",26.25051335,243,217,5,0.5,4.394449155,3.133287816,"Y",2004,"2:Y","2:Y","",0.994,1.02,14.9,1.02
"2005",16324,"US Open","Hard",128,"G","8/29/16",111575,"Karen Khachanov","R",186,"RUS",20.27378508,95,619,105453,"Kei Nishikori","R",178,"JPN",26.66666667,7,4165,5,0.5,-2.607966743,-1.906366282,"N",2005,"1:N","1:N","",0.944,1.03,12.35,1.03
"2006",16325,"US Open","Hard",128,"G","8/29/16",103917,"Nicolas Mahut","R",190,"FRA",34.6036961,42,1038,103908,"Paul Henri Mathieu","R",185,"FRA",34.62833676,70,741,5,0.333333333,0.510825624,0.337050438,"Y",2006,"2:Y","2:Y","",0.573,1.53,2.49,1.53
"2007",16326,"US Open","Hard",128,"G","8/29/16",103333,"Ivo Karlovic","R",208,"CRO",37.50034223,23,1570,105385,"Donald Young","L",183,"USA",27.10198494,56,817,5,1,0.889857475,0.653191803,"Y",2007,"2:Y","2:Y","",0.695,1.49,2.59,1.49
"2008",16327,"US Open","Hard",128,"G","8/29/16",111577,"Jared Donaldson","R",186,"USA",19.88774812,122,497,104678,"Viktor Troicki","R",193,"SRB",30.54893908,32,1340,5,0.5,-1.338285142,-0.991834867,"Y",2008,"2:Y","1:N","+",0.798,1.97,1.81,0
"2009",16328,"US Open","Hard",128,"G","8/29/16",103852,"Feliciano Lopez","L",188,"ESP",34.94045175,18,1840,105311,"Joao Sousa","R",186,"POR",27.41683778,36,1215,5,0.666666667,0.693147181,0.415021495,"N",2009,"1:N","2:Y","+",0.595,4.95,1.16,0
"2010",16329,"US Open","Hard",128,"G","8/29/16",105777,"Grigor Dimitrov","R",188,"BUL",25.28952772,24,1555,104871,"Jeremy Chardy","R",188,"FRA",29.54414784,55,825,5,0.666666667,0.829279355,0.633847438,"Y",2010,"2:Y","2:Y","",0.791,1.28,3.56,1.28
"2011",16330,"US Open","Hard",128,"G","8/29/16",104468,"Gilles Simon","R",183,"FRA",31.67145791,31,1385,103893,"Paolo Lorenzi","R",183,"ITA",34.70499658,40,1110,5,1,0.25489225,0.221340124,"N",2011,"1:N","2:Y","+",0.742,4.5,1.2,0
"2012",16331,"US Open","Hard",128,"G","8/29/16",104719,"Marcel Granollers","R",190,"ESP",30.38193018,45,1011,104918,"Andy Murray","R",190,"GBR",29.29226557,2,9305,5,0.142857143,-3.113515309,-2.21961195,"N",2012,"1:N","1:N","",0.984,1.01,18.29,1.01
"2013",16332,"US Open","Hard",128,"G","8/29/16",104022,"Mikhail Youzhny","R",183,"RUS",34.17932923,61,801,104925,"Novak Djokovic","R",188,"SRB",29.27310062,1,14840,5,0.3,-4.110873864,-2.91922057,"N",2013,"1:N","1:N","",0.995,1.05,9.72,1.05
"2014",16333,"US Open","Hard",128,"G","8/29/16",106378,"Kyle Edmund","R",186,"GBR",21.63997262,84,679,104545,"John Isner","R",206,"USA",31.34291581,21,1645,5,0,-1.386294361,-0.884874536,"Y",2014,"2:Y","1:N","+",0.859,3.31,1.33,0
"2015",16334,"US Open","Hard",128,"G","8/29/16",104542,"Jo Wilfried Tsonga","R",188,"FRA",31.36755647,11,2875,104731,"Kevin Anderson","R",203,"RSA",30.28336756,35,1275,5,1,1.157452789,0.813106496,"Y",2015,"2:Y","2:Y","",0.869,1.42,3.82,1.42
"2016",16335,"US Open","Hard",128,"G","8/29/16",105227,"Marin Cilic","R",198,"CRO",27.91786448,9,3515,106058,"Jack Sock","R",185,"USA",23.92881588,27,1450,5,0,1.098612289,0.885475969,"N",2016,"1:N","2:Y","+",0.659,3.56,1.3,0
"2017",16336,"US Open","Hard",128,"G","8/29/16",105723,"Andrey Kuznetsov","R",185,"RUS",25.51676934,47,988,104745,"Rafael Nadal","L",185,"ESP",30.23956194,5,4850,5,0,-2.240709689,-1.591051286,"N",2017,"1:N","1:N","",0.952,1.08,8.02,1.08
"2018",16337,"US Open","Hard",128,"G","8/29/16",106298,"Lucas Pouille","R",186,"FRA",22.51334702,25,1481,105138,"Roberto Bautista Agut","R",186,"ESP",28.37508556,17,2040,5,0,-0.385662481,-0.320232273,"Y",2018,"2:Y","1:N","+",0.722,3.91,1.25,0
"2019",16338,"US Open","Hard",128,"G","8/29/16",104597,"Nicolas Almagro","R",183,"ESP",31.02258727,48,987,104792,"Gael Monfils","R",193,"FRA",29.99315537,12,2835,5,0.6,-1.386294361,-1.055127177,"N",2019,"1:N","1:N","",0.848,1.13,5.97,1.13
"2020",16339,"US Open","Hard",128,"G","8/29/16",104571,"Marcos Baghdatis","R",183,"CYP",31.20054757,44,1015,105992,"Ryan Harrison","R",183,"USA",24.31211499,120,509,5,1,1.003302109,0.690195875,"Y",2020,"2:Y","2:Y","",0.824,1.73,2.09,1.73
"2021",16340,"US Open","Hard",128,"G","8/29/16",106233,"Dominic Thiem","R",186,"AUT",22.98699521,10,3205,105807,"Pablo Carreno Busta","R",186,"ESP",25.13347023,39,1110,5,1,1.360976553,1.060352075,"Y",2021,"2:Y","2:Y","",0.914,1.27,3.78,1.27
"2022",16341,"US Open","Hard",128,"G","8/29/16",105223,"Juan Martin Del Potro","R",198,"ARG",27.93155373,142,410,103970,"David Ferrer","R",175,"ESP",34.40930869,13,2660,5,0.333333333,-2.3908777,-1.869924242,"Y",2022,"2:Y","1:N","+",0.939,1.24,3.99,0
"2023",16342,"US Open","Hard",128,"G","8/29/16",106401,"Nick Kyrgios","R",186,"AUS",21.34154689,16,2060,105011,"Illya Marchenko","R",185,"UKR",28.97467488,63,795,5,0.5,1.370546004,0.952119147,"N",2023,"1:N","2:Y","+",0.858,7.35,1.09,0
"2024",16343,"US Open","Hard",128,"G","8/29/16",105554,"Daniel Evans","R",175,"GBR",26.2696783,64,775,104527,"Stanislas Wawrinka","R",183,"SUI",31.42231348,3,4980,5,0.5,-3.060270795,-1.860322141,"N",2024,"1:N","1:N","",0.961,1.11,6.52,1.11
"2025",16344,"US Open","Hard",128,"G","8/29/16",105453,"Kei Nishikori","R",178,"JPN",26.66666667,7,4165,103917,"Nicolas Mahut","R",190,"FRA",34.6036961,42,1038,5,0.5,1.791759469,1.389420491,"Y",2025,"2:Y","2:Y","",0.92,1.11,6.65,1.11
"2026",16345,"US Open","Hard",128,"G","8/29/16",103333,"Ivo Karlovic","R",208,"CRO",37.50034223,23,1570,111577,"Jared Donaldson","R",186,"USA",19.88774812,122,497,5,0.5,1.668526829,1.150240872,"Y",2026,"2:Y","2:Y","",0.728,1.52,2.51,1.52
"2027",16346,"US Open","Hard",128,"G","8/29/16",105777,"Grigor Dimitrov","R",188,"BUL",25.28952772,24,1555,105311,"Joao Sousa","R",186,"POR",27.41683778,36,1215,5,0.5,0.405465108,0.246731469,"Y",2027,"2:Y","2:Y","",0.623,1.28,3.63,1.28
"2028",16347,"US Open","Hard",128,"G","8/29/16",104918,"Andy Murray","R",190,"GBR",29.29226557,2,9305,103893,"Paolo Lorenzi","R",183,"ITA",34.70499658,40,1110,5,1,2.995732274,2.126191875,"Y",2028,"2:Y","2:Y","",0.989,1.01,21.14,1.01
"2029",16348,"US Open","Hard",128,"G","8/29/16",106378,"Kyle Edmund","R",186,"GBR",21.63997262,84,679,104925,"Novak Djokovic","R",188,"SRB",29.27310062,1,14840,5,0,-4.430816799,-3.084460389,"N",2029,"1:N","1:N","",0.996,1.06,9.56,1.06
"2030",16349,"US Open","Hard",128,"G","8/29/16",106058,"Jack Sock","R",185,"USA",23.92881588,27,1450,104542,"Jo Wilfried Tsonga","R",188,"FRA",31.36755647,11,2875,5,0,-0.897941593,-0.684489118,"N",2030,"1:N","1:N","",0.816,1.64,2.24,1.64
"2031",16350,"US Open","Hard",128,"G","8/29/16",106298,"Lucas Pouille","R",186,"FRA",22.51334702,25,1481,104745,"Rafael Nadal","L",185,"ESP",30.23956194,5,4850,5,0,-1.609437912,-1.18626117,"Y",2031,"2:Y","1:N","+",0.902,8.75,1.07,0
"2032",16351,"US Open","Hard",128,"G","8/29/16",104571,"Marcos Baghdatis","R",183,"CYP",31.20054757,44,1015,104792,"Gael Monfils","R",193,"FRA",29.99315537,12,2835,5,0.333333333,-1.299282984,-1.027153325,"N",2032,"1:N","1:N","",0.878,1.15,5.32,1.15
"2033",16352,"US Open","Hard",128,"G","8/29/16",105223,"Juan Martin Del Potro","R",198,"ARG",27.93155373,142,410,106233,"Dominic Thiem","R",186,"AUT",22.98699521,10,3205,5,1,-2.653241965,-2.05631021,"Y",2033,"2:Y","1:N","+",0.939,1.39,2.98,0
"2034",16353,"US Open","Hard",128,"G","8/29/16",104527,"Stanislas Wawrinka","R",183,"SUI",31.42231348,3,4980,105011,"Illya Marchenko","R",185,"UKR",28.97467488,63,795,5,1,3.044522438,1.834843055,"Y",2034,"2:Y","2:Y","",0.978,1.09,7.32,1.09
"2035",16354,"US Open","Hard",128,"G","8/29/16",105453,"Kei Nishikori","R",178,"JPN",26.66666667,7,4165,103333,"Ivo Karlovic","R",208,"CRO",37.50034223,23,1570,5,0.333333333,1.189584067,0.975640656,"Y",2035,"2:Y","2:Y","",0.867,1.25,3.93,1.25
"2036",16355,"US Open","Hard",128,"G","8/29/16",104918,"Andy Murray","R",190,"GBR",29.29226557,2,9305,105777,"Grigor Dimitrov","R",188,"BUL",25.28952772,24,1555,5,0.666666667,2.48490665,1.789076344,"Y",2036,"2:Y","2:Y","",0.955,1.13,5.8,1.13
"2037",16356,"US Open","Hard",128,"G","8/29/16",104925,"Novak Djokovic","R",188,"SRB",29.27310062,1,14840,104542,"Jo Wilfried Tsonga","R",188,"FRA",31.36755647,11,2875,5,0.681818182,2.397895273,1.641273563,"Y",2037,"2:Y","2:Y","",0.956,1.14,5.76,1.14
"2038",16357,"US Open","Hard",128,"G","8/29/16",104792,"Gael Monfils","R",193,"FRA",29.99315537,12,2835,106298,"Lucas Pouille","R",186,"FRA",22.51334702,25,1481,5,1,0.733969175,0.649324402,"Y",2038,"2:Y","2:Y","",0.8,1.2,4.54,1.2
"2039",16358,"US Open","Hard",128,"G","8/29/16",104527,"Stanislas Wawrinka","R",183,"SUI",31.42231348,3,4980,105223,"Juan Martin Del Potro","R",198,"ARG",27.93155373,142,410,5,0.333333333,3.857214769,2.49702801,"Y",2039,"2:Y","2:Y","",0.982,2.34,1.6,2.34
"2040",16359,"US Open","Hard",128,"G","8/29/16",105453,"Kei Nishikori","R",178,"JPN",26.66666667,7,4165,104918,"Andy Murray","R",190,"GBR",29.29226557,2,9305,5,0.125,-1.252762968,-0.803835614,"Y",2040,"2:Y","1:N","+",0.868,5.45,1.15,0
"2041",16360,"US Open","Hard",128,"G","8/29/16",104925,"Novak Djokovic","R",188,"SRB",29.27310062,1,14840,104792,"Gael Monfils","R",193,"FRA",29.99315537,12,2835,5,1,2.48490665,1.655284301,"Y",2041,"2:Y","2:Y","",0.969,1.15,5.57,1.15
"2042",16361,"US Open","Hard",128,"G","8/29/16",105453,"Kei Nishikori","R",178,"JPN",26.66666667,7,4165,104527,"Stanislas Wawrinka","R",183,"SUI",31.42231348,3,4980,5,0.4,-0.84729786,-0.178713615,"N",2042,"1:N","1:N","",0.658,2.12,1.72,2.12
"2043",16362,"US Open","Hard",128,"G","8/29/16",104527,"Stanislas Wawrinka","R",183,"SUI",31.42231348,3,4980,104925,"Novak Djokovic","R",188,"SRB",29.27310062,1,14840,5,0.173913043,-1.098612289,-1.091896347,"Y",2043,"2:Y","1:N","+",0.893,3.28,1.35,0
